srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,sDevType,sOSName,age_gender
712,4,11,4,2,3,4,4,4,3,3,4,3,2,4,4,4,1,6,2
991,2,4,3,4,4,4,4,3,3,3,3,2,5,4,4,4,1,6,4
554,4,20,4,2,1,2,2,1,2,1,3,1,2,4,4,5,1,1,4
1552,5,11,4,2,2,1,1,1,1,1,1,1,5,5,5,1,-1,-1,5
947,4,11,3,3,3,4,3,1,2,2,1,1,4,4,4,2,1,6,5
1824,4,36,-98,3,1,1,2,1,1,1,1,1,4,4,4,2,0,8,8
606,2,4,2,4,4,4,5,1,1,1,1,1,5,5,4,1,0,12,6
757,4,13,3,2,1,2,2,3,2,2,1,1,5,4,5,1,0,12,1
2470,2,13,3,1,5,2,2,1,1,2,3,2,4,4,4,1,-1,-1,5
1758,2,11,4,3,3,3,2,2,2,2,2,2,2,2,2,2,0,8,2
817,2,5,11,-98,4,3,-98,3,3,4,2,2,2,4,4,2,1,1,6
1389,2,30,3,1,2,2,2,1,1,1,2,1,4,5,4,5,-1,-1,5
1250,2,11,4,4,4,3,3,2,2,2,2,2,1,1,2,2,0,12,6
1220,2,1,3,3,2,3,2,2,1,3,2,1,1,2,4,2,0,12,6
1869,4,16,4,2,1,2,2,1,2,1,3,2,4,4,4,4,1,6,4
1199,2,37,3,2,3,4,4,3,2,2,2,2,5,5,5,5,1,1,4
1399,2,96,1,4,3,4,4,3,3,4,3,4,4,4,4,4,0,8,1
1596,5,5,3,3,2,3,1,1,1,1,3,1,1,2,2,1,0,12,6
1959,2,16,96,5,3,3,5,1,2,1,1,1,4,5,5,1,2,6,8
440,1,29,3,4,3,4,3,3,3,3,3,3,2,4,2,4,0,8,7
707,4,4,3,4,3,3,3,2,3,2,2,2,2,4,2,1,1,6,4
1456,2,30,3,3,4,3,2,2,2,3,2,2,4,5,4,2,2,6,5
264,4,1,3,3,2,2,2,2,1,3,3,2,4,4,5,2,0,12,7
811,4,36,1,3,2,4,4,3,2,2,3,4,5,5,5,1,0,12,8
692,4,11,1,3,3,3,2,3,3,3,3,2,2,2,2,1,1,6,3
1124,4,11,4,2,2,2,2,1,1,3,3,2,4,5,5,2,0,12,8
1839,2,96,2,3,2,3,4,3,3,3,2,3,4,2,4,2,2,6,7
571,1,16,3,2,2,2,1,3,2,2,3,1,4,4,2,1,1,6,6
432,2,32,1,2,2,3,2,2,2,2,3,2,2,2,4,2,2,6,5
548,2,11,4,2,5,2,2,2,2,3,3,1,4,4,4,2,0,7,1
2266,2,1,10,1,1,1,1,2,2,1,2,1,1,1,2,1,1,6,5
2462,2,1,1,1,3,2,1,2,3,3,4,4,1,4,2,4,1,6,1
2614,2,11,-98,3,3,3,2,2,2,3,3,3,5,5,5,1,2,6,4
1497,2,36,-98,2,2,2,2,3,2,2,3,2,2,4,4,2,1,13,6
1408,4,19,3,3,2,3,4,3,3,4,4,2,4,4,4,1,0,12,6
323,2,1,6,2,4,4,4,4,4,4,4,4,4,4,4,4,1,6,3
2160,4,19,6,2,3,2,2,2,3,2,2,3,4,5,5,2,1,1,7
2081,4,1,3,1,5,1,1,1,1,1,1,1,5,5,5,5,1,6,7
1297,2,1,3,2,2,3,2,1,1,1,1,1,2,2,4,2,0,12,5
2404,2,16,-98,3,3,3,2,2,1,3,3,2,1,1,4,1,2,6,6
999,4,1,1,5,2,3,3,2,1,1,1,1,2,1,1,2,0,12,7
1320,2,13,1,2,2,2,4,1,1,1,1,1,4,4,1,2,1,6,3
1463,4,16,1,2,2,2,2,2,2,2,4,2,4,4,4,4,0,12,3
996,4,1,2,2,2,3,3,2,2,2,2,2,2,2,4,1,0,12,6
966,4,1,3,4,4,4,4,2,2,2,2,2,4,4,3,3,2,1,8
1770,4,16,4,2,2,2,2,2,2,2,2,2,2,2,5,1,1,1,5
2583,2,96,1,1,2,4,3,1,2,2,4,3,1,4,4,5,0,12,1
868,2,16,6,5,2,3,2,1,2,2,1,1,2,1,2,1,0,12,8
392,4,16,17,1,2,1,1,2,2,2,3,1,2,2,4,2,0,12,3
1668,2,11,3,3,3,4,3,3,3,3,4,3,1,4,2,4,0,8,5
1685,1,16,1,3,4,2,5,3,3,3,3,3,5,4,1,2,1,1,4
631,2,35,4,3,2,3,2,2,2,2,2,2,4,4,4,2,1,6,4
2252,2,-98,1,3,4,4,3,2,3,-98,3,3,2,4,4,2,1,6,4
768,2,4,4,2,2,2,2,1,1,2,1,3,4,4,4,4,1,6,4
1838,4,16,4,1,1,1,2,2,1,2,3,1,2,4,4,2,0,12,7
956,2,16,2,5,5,3,3,1,1,1,1,1,4,4,4,1,0,12,6
77,5,1,1,3,3,3,3,1,1,2,1,1,2,4,2,1,1,6,6
270,4,1,6,1,1,1,1,1,1,1,1,1,5,5,5,5,1,6,6
1526,2,11,3,4,5,4,5,3,3,3,3,1,4,4,4,2,0,8,8
2519,2,16,1,4,3,3,3,1,1,1,2,1,1,2,2,2,0,8,6
1788,4,16,1,4,2,2,2,2,2,2,3,2,2,4,2,1,1,6,8
212,4,16,3,3,4,3,2,4,3,2,4,4,5,4,5,4,1,6,8
1141,4,11,3,2,1,2,2,1,2,1,2,1,1,1,4,1,0,8,8
307,2,16,3,3,3,3,3,2,2,2,2,2,2,4,4,2,0,12,3
1947,2,11,3,4,4,4,4,4,3,4,4,4,1,3,2,4,0,12,5
2166,2,1,1,5,2,4,4,1,2,1,3,2,4,5,2,1,1,6,2
1437,2,36,1,2,2,2,3,2,2,2,2,2,2,5,4,2,1,1,6
184,2,13,3,2,3,3,3,2,3,3,3,2,4,4,4,4,1,1,2
1252,2,4,3,3,3,3,3,2,4,2,3,1,4,4,4,2,0,12,4
1990,2,1,96,3,2,2,3,4,3,4,4,1,1,1,1,1,0,12,4
214,5,1,3,2,2,1,2,2,3,1,2,2,4,4,4,2,0,12,5
2356,2,20,4,4,4,4,4,2,2,2,2,2,4,4,4,4,1,1,3
1882,2,16,3,2,3,3,2,3,3,3,3,2,2,4,2,2,1,6,6
2014,1,13,3,2,1,1,2,1,1,1,1,1,4,4,4,1,0,12,6
2477,2,11,5,5,5,3,5,3,2,3,3,3,3,4,3,2,1,6,4
1927,4,13,36,2,2,1,2,1,1,2,1,1,2,2,2,2,0,12,7
1445,1,34,2,3,1,2,2,2,1,-98,2,1,4,4,4,4,-1,-1,5
1009,4,13,3,2,1,1,2,2,1,2,1,1,4,5,4,5,-1,-1,7
900,4,13,3,3,5,3,2,1,1,3,2,1,4,4,4,2,0,12,6
427,2,16,-98,4,4,4,3,2,1,4,2,2,4,4,2,4,1,6,2
1684,2,13,1,3,3,3,3,2,2,1,2,2,4,4,4,4,2,6,8
539,2,5,3,3,3,3,3,2,2,3,3,3,5,5,5,4,1,6,4
1379,2,17,-98,4,2,4,3,2,2,1,1,1,4,4,2,2,0,12,3
1747,4,16,3,2,5,2,5,1,2,1,1,1,1,2,4,1,0,8,8
1424,4,1,3,2,4,2,2,2,3,2,3,2,2,5,2,2,0,12,6
1016,5,13,2,5,5,3,5,1,1,2,1,1,4,4,4,1,0,12,8
1953,4,5,97,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,6
1988,4,96,97,3,3,3,3,3,3,3,3,3,4,5,4,4,0,12,1
397,4,18,1,2,2,2,1,2,1,3,3,3,1,1,1,1,1,1,3
1388,2,1,13,3,3,4,3,3,2,3,4,4,4,4,4,2,-1,-1,1
1169,1,36,1,5,3,4,3,4,4,4,1,3,2,5,5,4,0,12,7
915,4,-98,-98,3,3,3,2,3,3,3,3,3,4,4,2,2,1,6,2
2278,4,-99,11,2,2,2,2,2,2,2,2,2,2,2,2,2,0,12,4
1126,4,1,3,3,2,2,2,3,2,2,3,2,2,2,2,2,0,12,5
2072,4,13,3,4,5,2,1,2,4,2,3,4,2,4,4,2,-1,-1,6
197,4,13,1,3,2,2,2,1,1,2,1,1,2,4,2,2,0,12,6
1017,4,20,3,3,3,2,2,3,2,2,3,2,2,4,2,4,0,12,3
2240,2,96,3,3,5,3,3,1,1,1,2,2,2,4,4,2,1,6,2
446,2,-98,2,3,3,3,3,2,3,3,3,3,4,4,4,4,0,12,2
1830,1,13,1,4,4,5,4,1,1,4,1,3,2,1,2,4,2,6,5
1351,1,13,3,4,4,4,4,2,1,1,2,3,4,4,4,4,-1,-1,8
1508,2,16,1,3,3,2,2,1,1,3,2,3,2,4,1,2,0,12,5
90,2,1,1,1,1,2,2,2,2,3,1,1,4,4,2,2,1,1,5
1027,2,16,3,3,3,3,3,3,2,3,2,2,4,4,4,4,0,8,8
542,4,1,3,2,2,2,1,1,1,1,1,1,2,4,2,2,1,1,3
1649,2,96,1,3,3,3,3,1,1,1,1,1,2,4,4,2,0,12,6
2425,2,11,4,2,1,3,2,2,1,2,1,1,4,4,4,4,1,6,2
594,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,2,1,6,2
164,4,1,-98,5,5,4,4,1,1,2,1,1,1,2,5,2,0,12,8
1144,4,13,6,4,3,2,2,1,1,3,2,2,2,4,2,2,0,12,6
1057,1,13,1,4,2,4,4,3,3,3,3,3,4,5,4,2,2,6,7
685,2,96,1,4,2,3,3,2,3,3,3,2,2,5,4,2,1,6,2
1239,2,13,11,3,3,3,2,1,2,2,2,1,4,4,4,1,0,12,6
1503,4,11,3,4,2,4,2,2,2,2,3,2,2,4,4,2,0,12,3
491,4,16,2,4,3,2,2,1,1,1,1,1,4,4,5,1,1,1,4
187,2,1,1,3,2,2,3,1,1,3,4,2,4,4,4,4,0,12,7
1650,4,1,1,2,3,3,3,3,2,2,2,2,2,4,2,4,0,12,5
1103,1,-98,-98,3,4,4,2,1,1,1,1,1,2,4,2,1,1,6,4
1256,4,4,1,2,1,1,1,1,1,1,1,1,2,2,4,1,0,12,5
626,2,1,11,2,3,3,3,1,3,2,3,3,5,5,5,2,1,6,3
318,2,1,1,1,2,2,4,3,3,3,4,4,2,4,1,1,0,8,2
1952,1,1,3,4,2,3,4,1,1,3,3,2,5,5,4,4,1,6,2
1064,2,16,1,2,5,2,1,1,1,1,1,1,2,1,1,5,-1,-1,8
1541,5,8,1,5,3,4,3,1,3,2,3,2,1,1,5,4,-1,-1,7
799,4,11,3,2,1,1,1,1,1,1,1,1,1,4,1,2,0,8,8
1532,2,1,3,3,4,4,4,3,1,3,1,4,4,4,4,1,-1,-1,6
2184,2,16,97,3,3,3,2,1,3,3,2,2,2,2,1,2,1,1,3
1275,2,-98,3,3,3,3,2,3,3,4,3,2,1,2,1,1,1,6,2
2262,5,13,8,2,1,4,2,2,2,1,2,1,1,1,2,1,2,6,5
955,2,17,2,4,5,3,3,1,4,3,3,1,4,5,5,1,1,6,3
528,4,4,3,2,3,3,3,3,3,2,2,2,2,4,2,4,1,6,3
1481,2,4,3,3,3,4,3,2,2,2,3,1,4,4,2,2,1,6,3
418,2,20,3,3,2,2,3,4,3,2,4,1,2,4,4,5,1,1,1
523,4,4,4,3,3,2,2,1,2,1,1,1,5,5,5,2,0,12,5
2040,1,1,1,2,2,4,4,1,1,2,2,2,1,2,2,1,-1,-1,3
850,2,11,4,2,3,2,3,2,2,3,3,3,2,4,4,4,0,8,4
231,4,1,4,3,3,3,4,3,2,2,3,3,4,4,2,2,0,12,4
1776,4,4,3,2,3,3,3,3,3,2,3,1,1,2,2,1,0,8,2
139,2,1,4,3,2,4,2,3,3,3,4,3,1,2,1,2,1,1,3
1382,4,1,97,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,3
1000,4,11,3,4,3,4,3,2,3,1,3,1,2,1,4,1,0,12,7
1248,2,13,24,3,4,3,3,2,2,2,2,1,2,4,2,4,0,3,7
1533,2,19,97,3,3,3,3,2,2,4,4,2,5,5,5,1,0,12,3
2128,4,27,97,3,2,2,5,2,2,2,3,2,2,2,4,1,1,1,4
369,4,1,3,3,3,3,4,3,3,3,3,2,2,4,4,2,0,12,8
822,4,16,3,1,2,2,1,2,2,2,2,1,2,4,4,2,0,8,7
1477,2,36,1,1,3,2,1,2,2,1,1,1,1,2,2,1,1,1,3
1478,4,16,32,2,1,1,1,1,1,1,4,2,1,4,4,1,0,12,8
1404,2,17,1,5,3,2,3,1,1,1,2,2,4,4,4,4,2,6,7
1119,2,11,3,2,-98,3,2,2,1,2,2,1,4,4,4,5,-1,-1,7
1116,2,1,3,3,3,3,3,1,1,2,1,1,4,4,5,1,1,1,6
1139,2,36,3,4,1,4,4,1,1,4,1,1,4,5,5,2,2,6,5
1007,2,20,-99,3,3,3,3,1,1,2,1,1,4,5,5,2,1,1,6
1054,1,1,1,3,4,4,4,3,2,4,3,3,2,2,2,1,0,12,3
138,1,30,97,3,2,1,1,1,2,2,2,2,4,4,4,2,1,1,3
1956,2,11,3,2,2,3,3,4,4,4,4,4,2,4,5,4,0,12,2
871,2,13,1,4,4,4,4,3,4,3,2,2,5,5,5,1,0,12,6
429,2,1,-98,3,3,3,3,1,1,1,2,1,4,4,4,2,0,12,6
1745,2,16,6,1,1,2,2,1,1,1,1,1,2,4,4,1,0,12,7
1528,2,32,1,5,4,4,2,2,1,2,4,1,2,5,4,4,-1,-1,7
1284,4,11,3,2,2,2,3,2,2,2,2,2,4,4,4,2,0,8,3
1471,4,11,3,3,5,2,5,2,1,2,2,2,1,1,1,1,1,6,4
1706,5,20,3,3,3,1,2,2,2,1,2,2,2,4,2,1,1,1,3
776,5,1,6,2,4,2,2,3,3,1,4,1,4,5,2,1,1,1,3
1235,2,1,2,4,4,4,3,2,3,3,4,3,4,4,4,2,0,12,1
1458,4,13,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
1930,4,1,1,4,2,3,3,1,2,2,1,1,2,4,2,1,0,12,7
246,1,16,3,5,5,5,5,1,1,1,1,1,5,5,5,5,1,6,1
1609,3,11,4,1,2,1,2,2,3,2,3,1,2,4,5,2,-1,-1,7
2437,4,5,3,2,4,3,3,2,2,1,2,2,4,5,4,4,0,12,5
1282,2,11,3,4,4,4,2,3,2,2,3,3,2,2,2,2,0,8,5
957,4,4,-98,2,-98,2,2,1,3,1,-98,3,2,2,2,4,0,12,1
1420,2,1,3,4,4,2,2,2,2,2,2,1,2,2,2,2,1,6,3
655,4,11,4,4,2,2,1,3,2,1,4,1,2,2,5,2,0,8,4
285,4,36,6,2,2,4,2,1,1,1,1,1,1,5,5,1,2,6,8
230,2,32,4,2,4,2,2,2,2,2,3,2,4,4,4,4,0,12,2
283,4,29,3,4,5,4,4,1,1,1,1,1,1,1,1,1,1,6,3
1430,2,37,4,4,3,4,2,2,2,3,4,2,4,5,4,1,0,12,7
2231,2,1,97,3,2,3,3,2,3,2,2,4,4,4,5,2,0,12,7
1786,2,-98,1,3,3,5,5,3,3,4,4,4,4,5,4,4,0,12,5
1708,2,4,3,2,2,2,2,2,1,2,2,2,4,4,4,4,1,1,1
1338,2,16,6,1,1,2,2,2,2,2,3,2,1,2,2,2,0,12,7
1847,4,16,4,2,3,2,1,1,2,2,1,1,2,2,4,2,1,6,6
158,4,13,11,3,4,5,5,3,1,2,3,3,1,2,2,2,2,6,7
1754,2,1,4,2,2,3,2,2,2,2,3,1,2,2,5,4,0,12,6
73,4,15,1,1,1,4,4,3,3,3,4,3,4,2,1,1,0,8,3
808,2,4,1,3,2,3,3,2,2,1,1,2,4,2,2,1,1,6,4
361,2,17,4,2,3,4,2,2,2,3,1,1,2,4,4,2,0,12,4
1543,4,1,-98,3,2,4,3,2,2,2,2,1,2,4,4,2,0,12,3
2549,2,-98,-98,2,2,1,2,2,2,3,2,1,2,4,2,1,-1,-1,8
759,2,1,-99,2,2,4,2,3,1,3,3,2,1,2,1,4,0,12,4
1827,2,1,95,2,1,2,2,2,1,2,2,1,1,4,5,4,0,12,8
1857,4,16,3,1,1,1,1,1,1,1,3,1,4,4,4,1,0,12,1
731,5,1,97,2,1,2,2,1,2,1,3,2,2,2,2,4,1,1,5
1327,2,96,3,2,3,2,2,2,2,2,3,3,2,4,4,2,1,1,1
1295,2,13,1,5,2,3,3,2,2,4,3,1,2,2,2,1,0,12,3
953,5,13,1,3,3,2,2,3,4,3,3,2,4,5,5,4,0,12,3
1521,2,34,3,2,2,3,2,1,2,1,3,1,2,4,1,1,0,12,5
386,4,1,3,4,2,1,2,1,1,1,1,1,2,4,4,2,0,12,8
837,4,35,4,2,1,3,2,2,1,2,3,2,2,4,2,4,1,1,2
1702,2,16,-98,5,5,5,5,1,1,1,1,1,4,4,2,2,0,8,2
1943,4,32,1,2,3,2,2,2,2,2,3,2,2,4,4,-99,0,12,8
1376,5,11,97,2,2,1,2,2,2,2,2,1,4,2,3,1,-1,-1,3
634,2,20,3,1,1,1,1,1,1,1,2,1,2,4,4,1,1,1,4
559,2,36,1,4,3,4,4,3,3,3,3,3,4,4,4,4,0,12,5
614,2,4,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,6,2
1915,1,11,3,2,2,4,5,2,1,1,1,2,2,1,4,1,1,1,6
1860,2,16,96,1,3,2,1,2,2,2,2,2,2,2,4,2,0,12,5
823,2,36,6,3,3,3,3,1,1,2,3,2,1,1,1,2,0,12,5
236,2,4,5,5,3,2,2,2,2,2,2,2,4,4,4,2,1,1,6
1413,2,13,1,4,2,4,4,2,2,4,2,2,4,4,4,1,0,12,7
396,2,13,1,3,4,4,3,2,1,2,2,1,2,4,4,2,1,6,6
1397,2,16,3,2,2,2,2,3,2,2,2,1,2,2,2,2,1,6,6
83,4,11,4,2,2,3,3,3,2,3,4,2,2,5,4,2,2,6,8
2339,4,1,-98,4,1,1,2,2,2,1,2,1,1,1,5,1,1,1,7
1954,2,5,4,2,1,3,2,2,2,3,2,2,2,4,4,2,0,12,4
1961,2,1,1,4,2,3,3,1,1,2,3,1,4,4,2,4,-1,-1,8
297,4,1,1,3,2,3,1,1,1,1,1,1,2,2,2,2,1,1,2
2454,2,16,5,3,3,3,3,2,2,4,2,2,4,4,4,4,0,12,5
2361,5,1,1,4,4,3,3,3,1,1,3,3,2,4,4,4,-1,-1,7
2172,4,6,4,3,2,4,2,2,1,2,3,1,4,4,4,4,0,12,1
173,4,11,3,3,3,2,2,2,2,2,2,2,4,4,4,2,2,6,3
795,4,4,15,2,1,2,3,1,1,2,2,2,2,4,4,2,0,8,1
1524,4,19,6,3,2,2,2,1,2,2,2,2,4,5,4,2,0,12,7
2103,2,13,96,3,4,3,3,1,2,3,2,2,5,5,5,5,-1,-1,7
1152,2,1,1,4,4,4,4,1,1,1,1,1,1,2,2,1,0,12,1
2527,4,32,4,2,2,4,2,1,2,4,3,2,2,4,4,1,0,8,3
486,4,17,32,4,4,3,3,3,3,4,4,3,5,5,5,4,1,1,2
356,5,32,6,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3
193,4,11,3,3,1,2,2,2,1,1,3,2,4,2,2,4,1,1,5
413,2,32,1,4,3,4,3,3,3,3,3,3,2,4,2,4,0,12,4
2263,2,29,1,5,5,4,5,2,2,3,4,2,2,2,1,1,0,12,7
1819,2,30,1,2,2,3,3,3,2,4,2,2,2,4,4,4,0,12,5
84,2,1,1,4,3,4,4,3,1,3,3,2,2,2,1,2,0,12,3
910,2,20,-99,3,2,3,3,1,2,1,1,1,4,4,4,2,0,12,5
205,4,13,1,4,4,4,3,2,1,3,2,2,2,5,4,2,1,6,3
470,4,36,3,5,4,4,4,2,2,3,2,3,4,4,4,4,0,8,8
1642,2,-98,-98,-98,-98,3,3,-98,-98,-98,-98,-98,2,2,-98,3,1,1,6
451,4,16,4,2,5,2,5,1,1,1,2,1,4,4,4,2,1,1,5
219,2,-98,3,3,2,4,3,1,2,2,2,2,2,2,4,2,2,1,6
946,4,4,-98,3,3,2,1,1,2,2,3,1,1,2,1,2,0,8,3
1236,4,20,4,2,1,2,2,3,1,1,3,2,5,4,5,1,0,12,7
1751,2,96,3,3,3,3,3,1,1,1,1,1,2,4,4,2,0,8,7
1158,2,16,1,4,4,4,4,4,4,3,3,3,2,4,5,5,-1,-1,7
1023,2,13,11,3,2,4,2,3,3,3,3,3,4,4,4,4,0,12,7
129,4,28,1,3,3,4,3,3,1,3,3,3,2,2,2,2,1,1,1
1659,4,13,97,1,2,2,1,2,3,4,2,3,4,5,4,5,-1,-1,5
617,5,11,3,2,1,1,2,1,1,1,2,1,2,4,2,1,0,8,7
1841,2,6,4,1,3,2,3,3,3,3,3,3,2,2,4,2,1,1,3
1425,5,16,13,5,4,1,1,1,1,1,1,1,1,1,1,1,-1,-1,8
2340,2,-99,1,4,4,4,3,3,3,-99,4,3,4,4,4,5,-1,-1,7
1003,4,1,4,4,4,4,5,3,3,3,4,4,2,4,2,2,0,12,7
1766,2,5,3,1,4,3,3,1,1,1,1,3,2,2,4,2,1,6,6
1476,2,5,1,2,2,4,4,2,2,3,3,3,2,2,2,4,0,8,2
1782,4,32,2,3,3,2,2,1,2,1,2,2,2,2,2,-98,1,6,6
716,2,11,3,3,3,2,2,2,2,2,3,2,4,4,4,4,1,1,5
176,4,11,4,2,1,2,3,2,1,2,3,2,2,4,4,4,0,12,5
2322,4,16,4,5,4,2,5,2,2,2,2,2,2,4,4,2,0,8,8
1474,2,1,1,3,3,4,4,3,2,3,3,3,4,4,2,4,1,1,3
2611,2,16,1,2,2,2,2,2,1,2,3,1,1,1,1,1,2,6,3
1469,4,-98,3,2,1,2,3,3,2,2,2,1,2,1,2,4,1,1,1
786,4,11,4,3,3,2,2,2,2,3,3,2,4,2,4,1,1,6,2
255,4,11,4,4,1,1,2,2,2,1,3,1,4,4,4,2,0,8,4
856,1,36,1,3,1,2,1,2,2,2,2,2,4,4,4,2,0,12,3
277,2,1,3,3,2,3,2,3,2,2,3,2,2,2,2,2,0,12,1
1699,2,1,1,3,2,3,3,2,2,1,2,2,4,2,2,2,1,6,1
29,4,5,4,4,3,4,3,2,1,2,2,2,2,4,2,2,0,8,1
87,4,16,4,1,1,1,1,1,1,2,4,1,2,4,4,5,1,1,1
1993,2,-98,3,2,1,2,3,1,1,2,2,2,2,1,2,2,1,6,1
118,4,16,20,1,1,2,1,3,3,1,1,1,2,4,2,4,1,1,2
437,4,11,4,2,3,2,1,2,2,2,3,2,4,4,4,2,0,12,1
1367,4,11,4,3,3,2,2,2,3,2,3,3,2,2,4,4,0,12,4
1611,2,1,3,3,2,2,2,2,2,2,2,2,4,4,4,2,2,6,4
183,4,20,4,2,2,1,1,1,1,1,2,1,4,4,4,4,0,12,3
316,2,36,1,2,3,3,2,2,3,3,4,1,4,4,2,1,0,8,2
1326,2,5,1,3,3,3,3,2,2,2,2,2,2,4,4,2,1,6,4
749,2,37,4,-98,3,3,3,3,1,3,3,1,4,5,5,2,1,6,1
190,2,14,3,4,5,5,5,1,1,2,3,2,4,2,2,4,0,12,1
1945,4,11,3,1,1,2,2,3,2,3,3,3,2,4,4,4,1,6,4
1994,2,30,-98,3,3,4,3,3,2,4,3,3,4,4,1,5,1,6,3
1908,2,1,-99,5,5,4,5,1,1,1,2,1,2,4,4,1,0,12,2
100,4,16,4,1,1,1,1,1,1,1,1,1,4,4,4,2,0,12,1
1630,4,4,3,4,4,4,4,3,3,4,4,2,2,2,2,2,1,1,4
1265,2,37,3,3,2,2,2,3,2,2,4,2,1,1,1,2,0,12,6
637,2,29,1,4,2,4,2,3,3,3,3,2,1,1,1,1,1,6,3
2136,4,20,4,3,2,4,4,2,2,2,3,2,2,5,4,2,0,12,4
1362,2,20,3,4,3,3,3,1,1,2,3,2,4,4,4,2,1,1,2
209,4,13,1,3,5,2,2,2,3,1,3,2,4,2,2,1,1,1,5
460,5,11,4,1,1,1,1,2,1,1,3,2,2,4,4,4,0,12,3
830,4,17,1,2,2,4,5,2,2,1,3,2,4,4,4,2,0,12,3
426,4,36,1,2,2,2,3,2,2,2,2,2,2,2,2,2,0,12,3
394,4,16,3,2,3,3,1,3,2,2,4,3,4,4,4,4,1,6,6
1331,5,1,3,5,3,3,2,1,1,1,1,1,1,5,2,1,0,8,3
2315,2,16,5,2,2,3,2,2,3,4,3,2,1,2,1,2,1,1,3
2551,2,17,3,3,3,3,3,2,2,2,2,2,4,4,4,4,1,6,2
1198,2,4,3,3,2,3,3,2,2,4,3,3,2,2,4,4,2,6,6
556,2,12,4,3,3,3,3,1,1,1,1,1,1,4,2,2,0,12,3
457,2,13,4,2,1,3,2,1,1,2,3,1,1,1,2,1,1,6,3
1283,2,16,3,2,3,2,2,3,2,3,4,3,2,2,2,4,0,8,1
867,2,19,5,4,1,4,3,3,2,4,2,2,2,2,2,2,0,8,6
218,2,16,1,2,3,2,3,3,2,3,2,2,4,4,4,4,1,6,3
1366,4,1,2,1,5,5,1,1,1,2,1,1,4,5,4,2,1,6,6
2020,2,19,1,-98,3,-98,-98,1,1,2,1,1,2,-98,2,2,2,1,4
88,2,5,1,2,2,2,2,1,1,2,2,1,4,4,4,2,0,12,3
1216,4,1,-98,1,1,1,1,1,1,1,3,1,1,4,4,1,1,1,4
468,2,11,4,3,3,3,2,3,3,3,3,2,2,5,4,2,0,12,4
1640,4,1,3,3,3,3,3,1,1,1,1,1,2,2,2,1,0,12,3
629,2,11,4,3,3,2,2,1,1,1,1,1,2,1,2,1,1,6,4
2031,4,35,3,1,2,3,2,3,2,1,3,1,4,4,4,2,0,8,3
807,3,-98,-98,1,1,1,1,4,1,4,4,4,4,2,2,5,1,1,1
2471,2,11,3,1,1,2,2,2,2,3,3,2,2,2,2,2,1,6,6
926,4,16,4,1,1,3,2,1,2,4,4,3,1,2,2,1,1,1,4
1306,3,35,4,3,2,1,2,2,2,1,2,1,4,2,4,2,1,6,3
170,2,-98,3,3,3,4,2,3,2,2,3,3,4,4,4,2,1,1,3
116,2,1,3,4,3,3,4,1,1,2,3,2,2,2,2,1,1,6,1
292,2,12,1,3,4,3,3,1,1,1,3,2,2,2,4,2,0,12,6
1281,4,13,1,2,2,3,3,2,2,2,2,2,4,4,4,2,1,1,3
2064,2,33,1,3,2,3,3,3,2,2,3,3,4,4,2,1,1,6,4
344,2,1,4,5,2,3,3,3,3,2,4,2,4,4,4,4,1,1,3
2465,2,-98,-98,4,4,4,4,3,3,3,3,3,5,5,5,4,1,6,2
653,2,11,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,5,2,1,6,4
1983,2,5,1,4,2,4,3,3,2,4,3,2,4,2,2,5,1,6,4
690,4,1,1,3,3,2,2,1,1,1,1,1,1,4,4,1,0,1,4
883,5,13,3,4,5,3,4,1,1,1,2,1,2,2,2,2,2,1,6
791,4,1,5,2,5,3,1,1,1,1,1,1,2,2,2,1,0,12,5
2272,4,11,4,2,2,4,3,3,3,4,4,2,2,4,2,4,1,6,4
1402,4,13,97,3,2,2,3,1,1,1,1,1,2,4,2,2,0,12,5
1599,2,96,4,4,4,4,3,1,1,4,1,4,4,4,4,2,1,6,2
913,2,4,1,3,4,3,3,3,3,3,3,3,2,4,2,4,0,8,4
1950,2,4,3,4,4,4,4,2,1,2,3,2,1,2,2,1,1,6,4
814,2,-96,1,3,3,3,3,2,2,2,2,2,2,2,2,2,0,12,3
1344,2,13,1,3,3,3,4,1,3,2,2,2,4,4,4,2,1,6,4
154,2,17,3,2,2,2,2,2,2,2,2,2,4,2,2,4,1,1,3
695,5,11,4,1,3,2,2,2,2,2,4,2,4,4,4,2,0,8,4
495,2,13,1,4,4,4,3,4,3,2,3,2,5,4,4,2,1,6,3
2395,1,36,3,4,4,3,4,3,2,3,3,2,4,4,3,2,-1,-1,3
1299,4,27,2,4,5,4,5,3,2,3,3,2,2,2,2,2,1,6,6
756,1,1,3,5,5,5,5,2,1,2,1,2,2,2,1,2,1,6,3
1006,4,19,4,3,4,3,2,2,1,2,2,2,2,5,4,2,0,12,1
